Orthogroup	Populus_trichocarpa	Salix_dunnii
OG0001253	Populus_trichocarpa|Potri.010G220500	Salix_dunnii|Safaf10G0170800
OG0001254	Populus_trichocarpa|Potri.010G158800	Salix_dunnii|Safaf10G0119600
OG0001254	Populus_trichocarpa|Potri.004G120000	Salix_dunnii|Safaf04G0071800
OG0001254	Populus_trichocarpa|Potri.017G093500	Salix_dunnii|Safaf17G0090900
OG0001255	Populus_trichocarpa|Potri.015G064000, Populus_trichocarpa|Potri.019G039200	Salix_dunnii|Safaf15G0057200
OG0001256	Populus_trichocarpa|Potri.008G116400	Salix_dunnii|Safaf08G0094800
OG0001256	Populus_trichocarpa|Potri.012G060100	Salix_dunnii|Safaf12G0045300
OG0001256	Populus_trichocarpa|Potri.015G050300	Salix_dunnii|Safaf15G0043800
OG0001258	Populus_trichocarpa|Potri.001G212000	Salix_dunnii|Safaf01G0173100
OG0001258	Populus_trichocarpa|Potri.002G090200	Salix_dunnii|Safaf02G0075600
OG0001258	Populus_trichocarpa|Potri.005G170800	Salix_dunnii|Safaf05G0122600
OG0001259	Populus_trichocarpa|Potri.018G009100	Salix_dunnii|Safaf18G0006900
OG0001259	Populus_trichocarpa|Potri.006G272400	Salix_dunnii|Safaf06G0217700
OG0001260	Populus_trichocarpa|Potri.017G069220	Salix_dunnii|Safaf17G0062500
OG0001260	Populus_trichocarpa|Potri.001G326700	Salix_dunnii|Safaf16G0204900
OG0001260	Populus_trichocarpa|Potri.001G326500	Salix_dunnii|Safaf16G0204700
OG0001261	Populus_trichocarpa|Potri.012G062300	Salix_dunnii|Safaf12G0047600
OG0001261	Populus_trichocarpa|Potri.008G098500	Salix_dunnii|Safaf08G0079100
OG0001261	Populus_trichocarpa|Potri.010G154100	Salix_dunnii|Safaf10G0117400
OG0001262	Populus_trichocarpa|Potri.011G071200	Salix_dunnii|Safaf11G0046700
OG0001262	Populus_trichocarpa|Potri.017G056000	Salix_dunnii|Safaf17G0051800
OG0001263	Populus_trichocarpa|Potri.015G044500	Salix_dunnii|Safaf15G0038100
OG0001263	Populus_trichocarpa|Potri.012G054300	Salix_dunnii|Safaf12G0040000
OG0001263	Populus_trichocarpa|Potri.017G118700	Salix_dunnii|Safaf04G0068300
OG0001264	Populus_trichocarpa|Potri.007G033600	Salix_dunnii|Safaf07G0030500
OG0001264	Populus_trichocarpa|Potri.004G149332, Populus_trichocarpa|Potri.009G110200	Salix_dunnii|Safaf09G0089400
OG0001266	Populus_trichocarpa|Potri.001G181300	Salix_dunnii|Safaf01G0152600
OG0001266	Populus_trichocarpa|Potri.003G054700, Populus_trichocarpa|Potri.003G054500, Populus_trichocarpa|Potri.003G054601	Salix_dunnii|Safaf03G0033700
OG0001267	Populus_trichocarpa|Potri.011G103700	Salix_dunnii|Safaf11G0059900
OG0001267	Populus_trichocarpa|Potri.006G272700	Salix_dunnii|Safaf06G0218000
OG0001268	Populus_trichocarpa|Potri.003G038300	Salix_dunnii|Safaf03G0026100
OG0001268	Populus_trichocarpa|Potri.015G083000	Salix_dunnii|Safaf15G0072900
OG0001268	Populus_trichocarpa|Potri.012G084600	Salix_dunnii|Safaf12G0064500
OG0001269	Populus_trichocarpa|Potri.001G256800	Salix_dunnii|Safaf16G0144900
OG0001269	Populus_trichocarpa|Potri.016G055000	Salix_dunnii|Safaf16G0048600
OG0001269	Populus_trichocarpa|Potri.006G052400	Salix_dunnii|Safaf06G0036900
OG0001270	Populus_trichocarpa|Potri.001G352900	Salix_dunnii|Safaf16G0229400
OG0001270	Populus_trichocarpa|Potri.001G197200	Salix_dunnii|Safaf01G0149600, Salix_dunnii|Safaf03G0024800
OG0001271	Populus_trichocarpa|Potri.014G099000	Salix_dunnii|Safaf14G0070000
OG0001271	Populus_trichocarpa|Potri.015G013600	Salix_dunnii|Safaf15G0012700
OG0001271	Populus_trichocarpa|Potri.012G014600	Salix_dunnii|Safaf12G0013000
OG0001272	Populus_trichocarpa|Potri.010G120600	Salix_dunnii|Safaf10G0088500
OG0001273	Populus_trichocarpa|Potri.015G112700	Salix_dunnii|Safaf15G0099800
OG0001273	Populus_trichocarpa|Potri.001G201000	Salix_dunnii|Safaf01G0165600
OG0001273	Populus_trichocarpa|Potri.003G038900	Salix_dunnii|Safaf03G0022700
OG0001274	Populus_trichocarpa|Potri.002G004500	Salix_dunnii|Safaf02G0003000
OG0001274	Populus_trichocarpa|Potri.005G257700, Populus_trichocarpa|Potri.002G004100	Salix_dunnii|Safaf02G0002900
OG0001275	Populus_trichocarpa|Potri.012G053500	Salix_dunnii|Safaf12G0039200
OG0001275	Populus_trichocarpa|Potri.008G124700	Salix_dunnii|Safaf08G0101300
OG0001276	Populus_trichocarpa|Potri.011G068200	Salix_dunnii|Safaf11G0044000
OG0001276	Populus_trichocarpa|Potri.004G058800	Salix_dunnii|Safaf04G0039200
OG0001277	Populus_trichocarpa|Potri.002G224600, Populus_trichocarpa|Potri.014G158400	Salix_dunnii|Safaf14G0120500
OG0001278	Populus_trichocarpa|Potri.016G046701	Salix_dunnii|Safaf16G0041800
OG0001278	Populus_trichocarpa|Potri.003G212700, Populus_trichocarpa|Potri.T014016, Populus_trichocarpa|Potri.001G013500	Salix_dunnii|Safaf01G0010600
OG0001280	Populus_trichocarpa|Potri.007G061981	Salix_dunnii|SafafMtG0006100
OG0001281	Populus_trichocarpa|Potri.001G229900	Salix_dunnii|Safaf16G0123800
OG0001281	Populus_trichocarpa|Potri.001G229500	Salix_dunnii|Safaf16G0123300
OG0001281	Populus_trichocarpa|Potri.012G038400	Salix_dunnii|Safaf12G0025500
OG0001282	Populus_trichocarpa|Potri.003G038800	Salix_dunnii|Safaf03G0025600
OG0001282	Populus_trichocarpa|Potri.018G068200	Salix_dunnii|Safaf18G0052000
OG0001282	Populus_trichocarpa|Potri.006G151800	Salix_dunnii|Safaf06G0125200
OG0001283	Populus_trichocarpa|Potri.019G001100	Salix_dunnii|Safaf19G0012400
OG0001283	Populus_trichocarpa|Potri.001G305700	Salix_dunnii|Safaf16G0185300
OG0001283	Populus_trichocarpa|Potri.004G168900	Salix_dunnii|Safaf04G0120300
OG0001284	Populus_trichocarpa|Potri.009G090800	Salix_dunnii|Safaf09G0073200
OG0001285	Populus_trichocarpa|Potri.009G153000	Salix_dunnii|Safaf09G0124300
OG0001285	Populus_trichocarpa|Potri.009G153100	Salix_dunnii|Safaf09G0124400
OG0001286	Populus_trichocarpa|Potri.007G142300	Salix_dunnii|Safaf07G0122400
OG0001286	Populus_trichocarpa|Potri.010G178200	Salix_dunnii|Safaf10G0135200
OG0001286	Populus_trichocarpa|Potri.008G078800	Salix_dunnii|Safaf08G0062800
OG0001287	Populus_trichocarpa|Potri.001G342500	Salix_dunnii|Safaf16G0219100
OG0001287	Populus_trichocarpa|Potri.016G019000	Salix_dunnii|Safaf16G0020500
OG0001287	Populus_trichocarpa|Potri.006G021500	Salix_dunnii|Safaf06G0015200
OG0001288	Populus_trichocarpa|Potri.010G069600	Salix_dunnii|Safaf10G0039100
OG0001288	Populus_trichocarpa|Potri.008G168800	Salix_dunnii|Safaf08G0138900
OG0001288	Populus_trichocarpa|Potri.002G035600	Salix_dunnii|Safaf02G0029700
OG0001289	Populus_trichocarpa|Potri.004G203100	Salix_dunnii|Safaf04G0145400
OG0001289	Populus_trichocarpa|Potri.006G083100	Salix_dunnii|Safaf06G0063400
OG0001290	Populus_trichocarpa|Potri.001G243300	Salix_dunnii|Safaf16G0134500
OG0001290	Populus_trichocarpa|Potri.009G034800	Salix_dunnii|Safaf09G0025900
OG0001291	Populus_trichocarpa|Potri.008G067300	Salix_dunnii|Safaf08G0053700
OG0001291	Populus_trichocarpa|Potri.016G115200	Salix_dunnii|Safaf16G0097000
OG0001291	Populus_trichocarpa|Potri.006G099500	Salix_dunnii|Safaf06G0077900
OG0001292	Populus_trichocarpa|Potri.006G050400	Salix_dunnii|Safaf06G0035200
OG0001292	Populus_trichocarpa|Potri.016G056100	Salix_dunnii|Safaf16G0050000
OG0001293	Populus_trichocarpa|Potri.004G206800, Populus_trichocarpa|Potri.009G167900	Salix_dunnii|Safaf09G0134700
OG0001293	Populus_trichocarpa|Potri.005G102300	Salix_dunnii|Safaf05G0074700
OG0001294	Populus_trichocarpa|Potri.002G143100	Salix_dunnii|Safaf02G0120400
OG0001294	Populus_trichocarpa|Potri.014G059000	Salix_dunnii|Safaf14G0038300
OG0001294	Populus_trichocarpa|Potri.009G012000	Salix_dunnii|Safaf09G0009800
OG0001295	Populus_trichocarpa|Potri.002G155300	Salix_dunnii|Safaf02G0129800
OG0001295	Populus_trichocarpa|Potri.014G078700	Salix_dunnii|Safaf14G0053400
OG0001296	Populus_trichocarpa|Potri.010G053200	Salix_dunnii|Safaf10G0017600
OG0001296	Populus_trichocarpa|Potri.008G180900	Salix_dunnii|Safaf08G0149400
OG0001297	Populus_trichocarpa|Potri.004G123500, Populus_trichocarpa|Potri.017G091500, Populus_trichocarpa|Potri.004G119700	Salix_dunnii|Safaf17G0089100
OG0001298	Populus_trichocarpa|Potri.011G010000	Salix_dunnii|Safaf11G0006600
OG0001298	Populus_trichocarpa|Potri.002G226600	Salix_dunnii|Safaf02G0180600
OG0001298	Populus_trichocarpa|Potri.014G156400	Salix_dunnii|Safaf14G0118700
OG0001299	Populus_trichocarpa|Potri.001G179800	Salix_dunnii|Safaf01G0153800
OG0001299	Populus_trichocarpa|Potri.003G056000	Salix_dunnii|Safaf03G0033100
OG0001299	Populus_trichocarpa|Potri.018G075500	Salix_dunnii|Safaf18G0060000
OG0001300	Populus_trichocarpa|Potri.006G145300, Populus_trichocarpa|Potri.018G050200, Populus_trichocarpa|Potri.006G223500	Salix_dunnii|Safaf18G0038700
OG0001301	Populus_trichocarpa|Potri.001G015500	Salix_dunnii|Safaf01G0011700, Salix_dunnii|Safaf01G0011800
OG0001302	Populus_trichocarpa|Potri.017G068500, Populus_trichocarpa|Potri.001G326300	Salix_dunnii|Safaf16G0204500
OG0001302	Populus_trichocarpa|Potri.015G100800	Salix_dunnii|Safaf15G0088200
OG0001303	Populus_trichocarpa|Potri.012G007400, Populus_trichocarpa|Potri.012G007500	Salix_dunnii|Safaf12G0003800
OG0001303	Populus_trichocarpa|Potri.015G004100, Populus_trichocarpa|Potri.015G004000	Salix_dunnii|Safaf15G0003300
OG0001304	Populus_trichocarpa|Potri.005G139300	Salix_dunnii|Safaf07G0042000
OG0001304	Populus_trichocarpa|Potri.005G139200	Salix_dunnii|Safaf05G0103700
OG0001305	Populus_trichocarpa|Potri.002G125000	Salix_dunnii|Safaf02G0106100
OG0001305	Populus_trichocarpa|Potri.014G027300	Salix_dunnii|Safaf14G0015600
OG0001306	Populus_trichocarpa|Potri.010G188600	Salix_dunnii|Safaf10G0144300
OG0001306	Populus_trichocarpa|Potri.008G068700	Salix_dunnii|Safaf08G0054800
OG0001307	Populus_trichocarpa|Potri.002G123600	Salix_dunnii|Safaf02G0104400
OG0001307	Populus_trichocarpa|Potri.014G024950, Populus_trichocarpa|Potri.014G024801	Salix_dunnii|Safaf14G0013700
OG0001307	Populus_trichocarpa|Potri.005G141100	Salix_dunnii|Safaf05G0102300
OG0001308	Populus_trichocarpa|Potri.001G010200, Populus_trichocarpa|Potri.001G010000	Salix_dunnii|Safaf01G0008600
OG0001308	Populus_trichocarpa|Potri.003G215600	Salix_dunnii|Safaf03G0163300
OG0001308	Populus_trichocarpa|Potri.001G010300	Salix_dunnii|Safaf01G0008700
OG0001309	Populus_trichocarpa|Potri.002G202700, Populus_trichocarpa|Potri.014G127200	Salix_dunnii|Safaf14G0094600
OG0001310	Populus_trichocarpa|Potri.009G098700, Populus_trichocarpa|Potri.001G302500	Salix_dunnii|Safaf16G0183400
OG0001310	Populus_trichocarpa|Potri.014G024300	Salix_dunnii|Safaf14G0013300
OG0001311	Populus_trichocarpa|Potri.003G133600	Salix_dunnii|Safaf03G0100000
OG0001311	Populus_trichocarpa|Potri.001G097700	Salix_dunnii|Safaf01G0076200
OG0001312	Populus_trichocarpa|Potri.005G045800	Salix_dunnii|Safaf05G0025900
OG0001313	Populus_trichocarpa|Potri.004G135200	Salix_dunnii|Safaf04G0086600
OG0001313	Populus_trichocarpa|Potri.018G136800, Populus_trichocarpa|Potri.T045400	Salix_dunnii|Safaf19G0006600, Salix_dunnii|Safaf19G0006500
OG0001314	Populus_trichocarpa|Potri.016G075500	Salix_dunnii|Safaf16G0068000
OG0001314	Populus_trichocarpa|Potri.004G197000	Salix_dunnii|Safaf04G0141600
OG0001315	Populus_trichocarpa|Potri.006G068200	Salix_dunnii|Safaf06G0051100
OG0001315	Populus_trichocarpa|Potri.018G130100	Salix_dunnii|Safaf18G0102000
OG0001315	Populus_trichocarpa|Potri.018G130300	Salix_dunnii|Safaf18G0102200
OG0001316	Populus_trichocarpa|Potri.019G013797	Salix_dunnii|Safaf19G0010800, Salix_dunnii|Safaf19G0023300
OG0001316	Populus_trichocarpa|Potri.002G086500	Salix_dunnii|Safaf02G0072600
OG0001317	Populus_trichocarpa|Potri.016G004200	Salix_dunnii|Safaf16G0008000
OG0001317	Populus_trichocarpa|Potri.010G180400, Populus_trichocarpa|Potri.008G077400	Salix_dunnii|Safaf10G0136700
OG0001318	Populus_trichocarpa|Potri.005G200700	Salix_dunnii|Safaf05G0146800
OG0001318	Populus_trichocarpa|Potri.005G200500, Populus_trichocarpa|Potri.005G200600, Populus_trichocarpa|Potri.011G071100	Salix_dunnii|Safaf05G0146500, Salix_dunnii|Safaf05G0146600
OG0001322	Populus_trichocarpa|Potri.017G037000	Salix_dunnii|Safaf17G0021200
OG0001322	Populus_trichocarpa|Potri.011G026300	Salix_dunnii|Safaf11G0013000
OG0001322	Populus_trichocarpa|Potri.007G122800	Salix_dunnii|Safaf07G0105000
OG0001326	Populus_trichocarpa|Potri.016G125200	Salix_dunnii|Safaf16G0105600
OG0001326	Populus_trichocarpa|Potri.009G077600	Salix_dunnii|Safaf09G0061800
OG0001326	Populus_trichocarpa|Potri.001G282400	Salix_dunnii|Safaf16G0166500
OG0001327	Populus_trichocarpa|Potri.005G010133	Salix_dunnii|Safaf05G0005500
OG0001328	Populus_trichocarpa|Potri.005G010400	Salix_dunnii|Safaf05G0005600, Salix_dunnii|Safaf13G0005400
OG0001329	Populus_trichocarpa|Potri.004G031700	Salix_dunnii|Safaf04G0018000
OG0001329	Populus_trichocarpa|Potri.001G416500	Salix_dunnii|Safaf11G0096600, Salix_dunnii|Safaf16G0279500
OG0001330	Populus_trichocarpa|Potri.014G077500	Salix_dunnii|Safaf14G0051200
OG0001330	Populus_trichocarpa|Potri.001G111000	Salix_dunnii|Safaf01G0087700
OG0001331	Populus_trichocarpa|Potri.015G055000	Salix_dunnii|Safaf15G0049200
OG0001331	Populus_trichocarpa|Potri.008G113900	Salix_dunnii|Safaf08G0092600
OG0001331	Populus_trichocarpa|Potri.010G134700	Salix_dunnii|Safaf10G0100700
OG0001332	Populus_trichocarpa|Potri.010G168100	Salix_dunnii|Safaf10G0127300
OG0001332	Populus_trichocarpa|Potri.008G087400	Salix_dunnii|Safaf08G0069900
OG0001332	Populus_trichocarpa|Potri.010G168200	Salix_dunnii|Safaf10G0127400
OG0001334	Populus_trichocarpa|Potri.001G355100	Salix_dunnii|Safaf16G0230900
OG0001334	Populus_trichocarpa|Potri.001G382400	Salix_dunnii|Safaf16G0251300
OG0001335	Populus_trichocarpa|Potri.006G139300	Salix_dunnii|Safaf06G0114300
OG0001335	Populus_trichocarpa|Potri.003G069000	Salix_dunnii|Safaf03G0042900
OG0001335	Populus_trichocarpa|Potri.001G166100	Salix_dunnii|Safaf01G0131400
OG0001336	Populus_trichocarpa|Potri.005G064000	Salix_dunnii|Safaf05G0039400
OG0001336	Populus_trichocarpa|Potri.005G185400	Salix_dunnii|Safaf05G0135000
OG0001336	Populus_trichocarpa|Potri.002G074900	Salix_dunnii|Safaf02G0062400
OG0001337	Populus_trichocarpa|Potri.001G463000	Salix_dunnii|Safaf16G0303500
OG0001337	Populus_trichocarpa|Potri.011G159000, Populus_trichocarpa|Potri.011G159801	Salix_dunnii|Safaf11G0118100
OG0001338	Populus_trichocarpa|Potri.013G114700	Salix_dunnii|Safaf13G0091400, Salix_dunnii|Safaf17G0075800, Salix_dunnii|Safaf17G0077900, Salix_dunnii|Safaf17G0074100, Salix_dunnii|Safaf17G0074800, Salix_dunnii|Safaf17G0077800, Salix_dunnii|Safaf17G0077000, Salix_dunnii|Safaf17G0075400, Salix_dunnii|Safaf17G0076300, Salix_dunnii|Safaf17G0079100, Salix_dunnii|Safaf17G0079500, Salix_dunnii|Safaf17G0076700, Salix_dunnii|Safaf17G0077300, Salix_dunnii|Safaf17G0074200, Salix_dunnii|Safaf17G0078700, Salix_dunnii|Safaf17G0074500, Salix_dunnii|Safaf17G0079600, Salix_dunnii|Safaf17G0076800, Salix_dunnii|Safaf17G0078500, Salix_dunnii|Safaf17G0075700, Salix_dunnii|Safaf17G0076200, Salix_dunnii|Safaf17G0076600, Salix_dunnii|Safaf17G0076100, Salix_dunnii|Safaf17G0079200, Salix_dunnii|Safaf17G0076400, Salix_dunnii|Safaf17G0078000
OG0001339	Populus_trichocarpa|Potri.009G167000	Salix_dunnii|Safaf09G0134200
OG0001339	Populus_trichocarpa|Potri.002G009600	Salix_dunnii|Safaf02G0006900
OG0001339	Populus_trichocarpa|Potri.005G251800	Salix_dunnii|Safaf05G0192200
OG0001340	Populus_trichocarpa|Potri.009G097201, Populus_trichocarpa|Potri.001G301600	Salix_dunnii|Safaf16G0182500
OG0001341	Populus_trichocarpa|Potri.001G420200	Salix_dunnii|Safaf16G0281700
OG0001341	Populus_trichocarpa|Potri.011G135900	Salix_dunnii|Safaf11G0099000
OG0001342	Populus_trichocarpa|Potri.003G125600, Populus_trichocarpa|Potri.001G105800	Salix_dunnii|Safaf01G0083300
OG0001343	Populus_trichocarpa|Potri.010G236500	Salix_dunnii|Safaf10G0184000
OG0001343	Populus_trichocarpa|Potri.008G202800	Salix_dunnii|Safaf08G0171900
OG0001344	Populus_trichocarpa|Potri.010G059200	Salix_dunnii|Safaf10G0047500
OG0001344	Populus_trichocarpa|Potri.013G104300	Salix_dunnii|Safaf13G0083900
OG0001345	Populus_trichocarpa|Potri.012G094700	Salix_dunnii|Safaf12G0072600
OG0001345	Populus_trichocarpa|Potri.015G092200	Salix_dunnii|Safaf15G0080600
OG0001345	Populus_trichocarpa|Potri.008G178100	Salix_dunnii|Safaf08G0146700
OG0001346	Populus_trichocarpa|Potri.007G014700	Salix_dunnii|Safaf07G0012800
OG0001346	Populus_trichocarpa|Potri.005G235100	Salix_dunnii|Safaf05G0177700
OG0001346	Populus_trichocarpa|Potri.002G027400	Salix_dunnii|Safaf02G0022600
OG0001347	Populus_trichocarpa|Potri.005G110600	Salix_dunnii|Safaf05G0081000
OG0001347	Populus_trichocarpa|Potri.002G019400	Salix_dunnii|Safaf02G0016300
OG0001348	Populus_trichocarpa|Potri.005G187900	Salix_dunnii|Safaf05G0137600
OG0001348	Populus_trichocarpa|Potri.005G061600	Salix_dunnii|Safaf05G0037900
OG0001348	Populus_trichocarpa|Potri.007G107200	Salix_dunnii|Safaf07G0092500
OG0001349	Populus_trichocarpa|Potri.T005800, Populus_trichocarpa|Potri.T124301, Populus_trichocarpa|Potri.013G162700, Populus_trichocarpa|Potri.012G062601	Salix_dunnii|Safaf16G0003200, Salix_dunnii|SafafPtG0001400
OG0001350	Populus_trichocarpa|Potri.004G172300, Populus_trichocarpa|Potri.009G131800	Salix_dunnii|Safaf09G0107400
OG0001350	Populus_trichocarpa|Potri.005G113100	Salix_dunnii|Safaf05G0083500
OG0001351	Populus_trichocarpa|Potri.009G081400	Salix_dunnii|Safaf09G0065500
OG0001351	Populus_trichocarpa|Potri.001G287200	Salix_dunnii|Safaf16G0171000
OG0001352	Populus_trichocarpa|Potri.007G036700	Salix_dunnii|Safaf07G0033700, Salix_dunnii|Safaf07G0033600, Salix_dunnii|Safaf07G0033800
OG0001352	Populus_trichocarpa|Potri.007G036800	Salix_dunnii|Safaf07G0034300, Salix_dunnii|Safaf07G0033900
OG0001353	Populus_trichocarpa|Potri.018G025800	Salix_dunnii|Safaf18G0019900
OG0001354	Populus_trichocarpa|Potri.008G157400	Salix_dunnii|Safaf08G0128100
OG0001355	Populus_trichocarpa|Potri.010G236400	Salix_dunnii|Safaf10G0183900
OG0001355	Populus_trichocarpa|Potri.004G185800	Salix_dunnii|Safaf04G0132500
OG0001356	Populus_trichocarpa|Potri.009G011200	Salix_dunnii|Safaf09G0007600
OG0001356	Populus_trichocarpa|Potri.010G223400	Salix_dunnii|Safaf10G0173500
OG0001356	Populus_trichocarpa|Potri.008G038800	Salix_dunnii|Safaf08G0027800
OG0001357	Populus_trichocarpa|Potri.002G103900	Salix_dunnii|Safaf02G0086400
OG0001357	Populus_trichocarpa|Potri.019G041400	Salix_dunnii|Safaf19G0047700
OG0001358	Populus_trichocarpa|Potri.016G085000	Salix_dunnii|Safaf16G0076500
OG0001358	Populus_trichocarpa|Potri.010G216600, Populus_trichocarpa|Potri.008G044800	Salix_dunnii|Safaf08G0033200
OG0001359	Populus_trichocarpa|Potri.015G067500	Salix_dunnii|Safaf15G0060000
OG0001359	Populus_trichocarpa|Potri.006G048400	Salix_dunnii|Safaf06G0033300
OG0001359	Populus_trichocarpa|Potri.016G057100	Salix_dunnii|Safaf16G0051400
OG0001360	Populus_trichocarpa|Potri.013G011100, Populus_trichocarpa|Potri.005G020800	Salix_dunnii|Safaf13G0009400
OG0001361	Populus_trichocarpa|Potri.002G242600	Salix_dunnii|Safaf02G0192300
OG0001361	Populus_trichocarpa|Potri.001G314500	Salix_dunnii|Safaf16G0193600
OG0001362	Populus_trichocarpa|Potri.001G252100	Salix_dunnii|Safaf16G0140900
OG0001362	Populus_trichocarpa|Potri.010G188800	Salix_dunnii|Safaf10G0144400
OG0001363	Populus_trichocarpa|Potri.006G129500	Salix_dunnii|Safaf06G0105900
OG0001363	Populus_trichocarpa|Potri.014G087400	Salix_dunnii|Safaf14G0060500
OG0001364	Populus_trichocarpa|Potri.018G046800	Salix_dunnii|Safaf18G0036600
OG0001364	Populus_trichocarpa|Potri.006G236300	Salix_dunnii|Safaf06G0188800
OG0001364	Populus_trichocarpa|Potri.001G189900	Salix_dunnii|Safaf01G0160300
OG0001366	Populus_trichocarpa|Potri.017G059000	Salix_dunnii|Safaf17G0056100
OG0001366	Populus_trichocarpa|Potri.001G319800	Salix_dunnii|Safaf16G0197700
OG0001367	Populus_trichocarpa|Potri.017G101900	Salix_dunnii|Safaf17G0099000
OG0001367	Populus_trichocarpa|Potri.004G112800	Salix_dunnii|Safaf04G0075200
OG0001367	Populus_trichocarpa|Potri.017G102000	Salix_dunnii|Safaf17G0099100
OG0001368	Populus_trichocarpa|Potri.012G074900	Salix_dunnii|Safaf12G0056700
OG0001368	Populus_trichocarpa|Potri.008G179401	Salix_dunnii|Safaf08G0147800
OG0001368	Populus_trichocarpa|Potri.010G055300	Salix_dunnii|Safaf10G0050900
OG0001369	Populus_trichocarpa|Potri.007G055900	Salix_dunnii|Safaf07G0050800
OG0001369	Populus_trichocarpa|Potri.007G085200, Populus_trichocarpa|Potri.005G082600	Salix_dunnii|Safaf07G0075300
OG0001370	Populus_trichocarpa|Potri.007G046700	Salix_dunnii|Safaf07G0043900
OG0001370	Populus_trichocarpa|Potri.014G024700	Salix_dunnii|Safaf14G0013600
OG0001370	Populus_trichocarpa|Potri.002G123500	Salix_dunnii|Safaf02G0104300
OG0001371	Populus_trichocarpa|Potri.012G130000	Salix_dunnii|Safaf12G0101400
OG0001371	Populus_trichocarpa|Potri.015G131500, Populus_trichocarpa|Potri.015G131900	Salix_dunnii|Safaf15G0111200
OG0001373	Populus_trichocarpa|Potri.001G100200	Salix_dunnii|Safaf03G0098000
OG0001373	Populus_trichocarpa|Potri.004G074000	Salix_dunnii|Safaf04G0050700
OG0001373	Populus_trichocarpa|Potri.017G145700	Salix_dunnii|Safaf17G0131900
OG0001374	Populus_trichocarpa|Potri.011G039700	Salix_dunnii|Safaf11G0021200
OG0001374	Populus_trichocarpa|Potri.004G026900	Salix_dunnii|Safaf04G0014600
OG0001374	Populus_trichocarpa|Potri.013G150500	Salix_dunnii|Safaf19G0110000
OG0001375	Populus_trichocarpa|Potri.004G167100	Salix_dunnii|Safaf09G0104700
OG0001375	Populus_trichocarpa|Potri.009G128700	Salix_dunnii|Safaf09G0104800
OG0001375	Populus_trichocarpa|Potri.004G167200	Salix_dunnii|Safaf04G0119000
OG0001376	Populus_trichocarpa|Potri.005G112200	Salix_dunnii|Safaf05G0082400
OG0001376	Populus_trichocarpa|Potri.009G134100, Populus_trichocarpa|Potri.004G174500	Salix_dunnii|Safaf04G0123000
OG0001377	Populus_trichocarpa|Potri.004G175400	Salix_dunnii|Safaf04G0124100
OG0001377	Populus_trichocarpa|Potri.009G135201	Salix_dunnii|Safaf09G0110300
OG0001377	Populus_trichocarpa|Potri.009G135300	Salix_dunnii|Safaf09G0110400
OG0001378	Populus_trichocarpa|Potri.005G246800	Salix_dunnii|Safaf05G0187500
OG0001378	Populus_trichocarpa|Potri.002G014700	Salix_dunnii|Safaf02G0012300
OG0001378	Populus_trichocarpa|Potri.005G107300	Salix_dunnii|Safaf05G0078200
OG0001379	Populus_trichocarpa|Potri.006G082300	Salix_dunnii|Safaf06G0062800
OG0001379	Populus_trichocarpa|Potri.005G026500	Salix_dunnii|Safaf05G0015300
OG0001380	Populus_trichocarpa|Potri.001G070600	Salix_dunnii|Safaf01G0051700
OG0001380	Populus_trichocarpa|Potri.015G109200	Salix_dunnii|Safaf15G0096600
OG0001381	Populus_trichocarpa|Potri.017G051700	Salix_dunnii|Safaf17G0047300
OG0001381	Populus_trichocarpa|Potri.001G311700	Salix_dunnii|Safaf16G0190600
OG0001382	Populus_trichocarpa|Potri.010G236100	Salix_dunnii|Safaf10G0183500
OG0001382	Populus_trichocarpa|Potri.008G024100	Salix_dunnii|Safaf08G0016100
OG0001382	Populus_trichocarpa|Potri.004G186500	Salix_dunnii|Safaf04G0133100
OG0001383	Populus_trichocarpa|Potri.005G030271, Populus_trichocarpa|Potri.005G030484, Populus_trichocarpa|Potri.005G031801	Salix_dunnii|Safaf05G0017700
OG0001383	Populus_trichocarpa|Potri.013G020700	Salix_dunnii|Safaf13G0017900
OG0001384	Populus_trichocarpa|Potri.015G059700, Populus_trichocarpa|Potri.015G059600, Populus_trichocarpa|Potri.015G059800	Salix_dunnii|Safaf15G0052600
OG0001384	Populus_trichocarpa|Potri.018G051800	Salix_dunnii|Safaf18G0039700
OG0001384	Populus_trichocarpa|Potri.017G097200	Salix_dunnii|Safaf17G0092800
OG0001385	Populus_trichocarpa|Potri.T046200, Populus_trichocarpa|Potri.018G138100, Populus_trichocarpa|Potri.003G001500, Populus_trichocarpa|Potri.004G228300	Salix_dunnii|Safaf01G0182400
OG0001386	Populus_trichocarpa|Potri.010G248300	Salix_dunnii|Safaf10G0193400
OG0001386	Populus_trichocarpa|Potri.008G010800	Salix_dunnii|Safaf08G0006500
OG0001386	Populus_trichocarpa|Potri.010G248100	Salix_dunnii|Safaf10G0193200
OG0001387	Populus_trichocarpa|Potri.013G079500	Salix_dunnii|Safaf13G0068100
OG0001387	Populus_trichocarpa|Potri.001G140700	Salix_dunnii|Safaf01G0114700
OG0001387	Populus_trichocarpa|Potri.003G093700	Salix_dunnii|Safaf03G0066000
OG0001388	Populus_trichocarpa|Potri.006G056000, Populus_trichocarpa|Potri.016G052301, Populus_trichocarpa|Potri.016G052200, Populus_trichocarpa|Potri.006G055800, Populus_trichocarpa|Potri.006G055900, Populus_trichocarpa|Potri.016G052400	Salix_dunnii|Safaf06G0040100
